"	''	punct	O

Oh	UH	intj	O
sorry	UH	intj	O
they	PRP	nsubj	O
tell	VBP	ROOT	O
us	PRP	dobj	O
on	IN	prep	O
Friday	NNP	pobj	B-DATE
We	PRP	nsubj	O
maybe	RB	advmod	O
got	VBD	ROOT	O
that	DT	det	O
wrong	NN	dobj	O
/.	.	punct	O

that	DT	nsubj	O
was	VBD	ROOT	O
another	DT	det	O
thing	NN	attr	O

%um	UH	intj	O
,	,	punct	O
I	PRP	nsubj	O
do	VBP	aux	O
n't	RB	neg	O
know	VB	ROOT	O
what	WP	attr	O
a	DT	det	O
loft	NN	nsubj	O
is	VBZ	ccomp	O
.	.	punct	O

Economic	NNP	compound	O
Development	NNP	compound	O
Director	NNP	compound	O
Richard	NNP	compound	B-PERSON
Eggars	NNP	nsubj	I-PERSON
lobbied	VBD	ROOT	O
Firestone	NNP	dobj	B-ORG
to	TO	aux	O
keep	VB	xcomp	O
the	DT	det	O
plant	NN	dobj	O
open	JJ	oprd	O
.	.	punct	O

It	PRP	nsubj	O
also	RB	advmod	O
says	VBZ	ROOT	O
countries	NNS	nsubj	O
could	MD	aux	O
temporarily	RB	advmod	O
raise	VB	ccomp	O
tariffs	NNS	dobj	O
on	IN	prep	O
certain	JJ	amod	O
products	NNS	pobj	O
if	IN	mark	O
they	PRP	nsubj	O
experience	VBP	advcl	O
an	DT	det	O
unusually	RB	advmod	O
heavy	JJ	amod	O
volume	NN	dobj	O
of	IN	prep	O
imports	NNS	pobj	O
.	.	punct	O

no	UH	ROOT	O

So	RB	advmod	O
do	VB	aux	O
n't	RB	neg	O
underestimate	VB	ROOT	O
the	DT	det	O
skill	NN	dobj	O
of	IN	prep	O
John	NNP	compound	B-PERSON
Bolton	NNP	pobj	I-PERSON
/.	.	punct	O

As	IN	mark	O
Gore	NNP	nsubj	B-PERSON
considers	VBZ	advcl	O
his	PRP$	poss	O
options	NNS	dobj	O
with	IN	prep	O
his	PRP$	poss	O
family	NN	pobj	O
,	,	punct	O
advisers	NNS	nsubj	O
say	VBP	ROOT	O
he	PRP	nsubj	O
and	CC	cc	O
the	DT	det	O
campaign	NN	conj	O
realize	VBP	ccomp	O
they	PRP	nsubj	O
are	VBP	aux	O
operating	VBG	ccomp	O
on	IN	prep	O
two	CD	nummod	B-CARDINAL
distinct	JJ	amod	O
and	CC	cc	O
delicate	JJ	conj	O
tracts	NNS	pobj	O
--	:	punct	O
legal	JJ	amod	O
,	,	punct	O
which	WDT	dobj	O
they	PRP	nsubj	O
will	MD	aux	O
pursue	VB	relcl	O
to	TO	aux	O
keep	VB	advcl	O
options	NNS	dobj	O
open	JJ	oprd	O
,	,	punct	O
and	CC	cc	O
political	JJ	conj	O
,	,	punct	O
which	WDT	dobj	O
they	PRP	nsubj	O
have	VBP	relcl	O
to	TO	aux	O
watch	VB	xcomp	O
carefully	RB	advmod	O
as	IN	mark	O
they	PRP	nsubj	O
feel	VBP	advcl	O
mounting	VBG	amod	O
pressure	NN	dobj	O
.	.	punct	O

In	IN	prep	O
its	PRP$	poss	O
opinion	NN	pobj	O
,	,	punct	O
the	DT	det	O
Saudi	JJ	amod	B-NORP
criminal	JJ	amod	O
justice	NN	compound	O
system	NN	nsubj	O
facilitates	VBZ	ROOT	O
detainees	NNS	nsubjpass	O
being	VBG	auxpass	O
exposed	VBN	ccomp	O
to	IN	prep	O
harm	NN	pobj	O
during	IN	prep	O
the	DT	det	O
period	NN	pobj	O
they	PRP	nsubj	O
are	VBP	relcl	O
in	IN	prep	O
custody	NN	pobj	O
and	CC	cc	O
under	IN	conj	O
investigation	NN	pobj	O
,	,	punct	O
the	DT	det	O
reason	NN	dobj	O
for	IN	prep	O
this	DT	nsubj	O
being	VBG	pcomp	O
the	DT	det	O
lack	NN	attr	O
of	IN	prep	O
judicial	JJ	amod	O
supervision	NN	pobj	O
.	.	punct	O

It	PRP	nsubj	O
's	VBZ	ROOT	O
not	RB	neg	O
clear	JJ	acomp	O
what	WP	attr	O
the	DT	det	O
targets	NNS	nsubj	O
are	VBP	ccomp	O
.	.	punct	O

Now	RB	advmod	O
,	,	punct	O
after	IN	prep	O
only	RB	advmod	B-CARDINAL
a	DT	quantmod	I-CARDINAL
dozen	NN	nummod	I-CARDINAL
moves	NNS	pobj	O
,	,	punct	O
spectators	NNS	nsubj	O
were	VBD	aux	O
looking	VBG	ROOT	O
for	IN	prep	O
a	DT	det	O
mating	NN	compound	O
combination	NN	pobj	O
.	.	punct	O

and	CC	cc	O
it	PRP	nsubj	O
IS	VBZ	ROOT	O
the	DT	det	O
infrastructure	NN	compound	O
costs	NNS	attr	O
that	WDT	nsubj	O
are	VBP	relcl	O
much	RB	advmod	O
more	JJR	acomp	O
at	IN	prep	O
issue	NN	pobj	O
than	IN	prep	O
density	NN	pobj	O
per	FW	advmod	O
se	FW	advmod	O
because	IN	mark	O
discussions	NNS	nsubj	O
of	IN	prep	O
density	NN	pobj	O
..	NFP	punct	O
seem	VBP	advcl	O
to	TO	aux	O
always	RB	advmod	O
flow	VB	xcomp	O
back	RB	advmod	O
to	IN	prep	O
infrastructure	NN	pobj	O
and	CC	cc	O
not	RB	neg	O
focus	VB	conj	O
on	IN	prep	O
density	NN	pobj	O
itself	PRP	appos	O
as	IN	prep	O
a	DT	det	O
good	JJ	amod	O
or	CC	cc	O
bad	JJ	conj	O
thing	NN	pobj	O
.	.	punct	O

This	DT	det	O
high	JJ	amod	O
-	HYPH	punct	O
grade	NN	compound	O
fabric	NN	nsubj	O
is	VBZ	ROOT	O
completely	RB	advmod	O
waterproof	JJ	acomp	O
,	,	punct	O
yet	CC	cc	O
breathes	NNS	conj	O
to	TO	aux	O
allow	VB	xcomp	O
sweat	NN	nsubj	O
to	TO	aux	O
evaporate	VB	ccomp	O
.	.	punct	O

Rick	NNP	nsubj	B-PERSON
also	RB	advmod	O
has	VBZ	ROOT	O
the	DT	det	O
prayers	NNS	dobj	O
of	IN	prep	O
the	DT	det	O
students	NNS	pobj	O
and	CC	cc	O
staff	NN	conj	O
at	IN	prep	O
Nazareth	NNP	compound	B-ORG
Academy	NNP	pobj	I-ORG
.	.	punct	O

In	IN	prep	O
attendance	NN	pobj	O
,	,	punct	O
uh	UH	intj	O
,	,	punct	O
from	IN	prep	O
the	DT	det	B-ORG
Seismology	NNP	compound	I-ORG
Bureau	NNP	pobj	I-ORG
there	EX	expl	O
were	VBD	ROOT	O
three	CD	attr	B-CARDINAL
of	IN	prep	O
us	PRP	pobj	O
,	,	punct	O
Director	NNP	compound	O
Liu	NNP	compound	B-PERSON
Yingyong	NNP	conj	I-PERSON
,	,	punct	O
Deputy	NNP	compound	O
Director	NNP	compound	O
Mei	NNP	compound	B-PERSON
Shirong	NNP	conj	I-PERSON
,	,	punct	O
and	CC	cc	O
me	PRP	conj	O
.	.	punct	O

What	WP	nsubjpass	O
is	VBZ	auxpass	O
built	VBN	csubj	O
on	IN	prep	O
falsehood	NN	pobj	O
is	VBZ	ROOT	O
false	JJ	acomp	O
.	.	punct	O

I	PRP	nsubj	O
think	VBP	ROOT	O
that	IN	mark	O
these	DT	det	O
two	CD	nsubj	O
are	VBP	ccomp	O
mutually	RB	advmod	O
exclusive	JJ	acomp	O
.	.	punct	O
"	''	punct	O

But	CC	cc	O
pure	JJ	amod	O
defense	NN	nsubj	O
is	VBZ	ROOT	O
not	RB	neg	O
enough	JJ	acomp	O
.	.	punct	O

Combatting	VBG	amod	O
crime	NN	nsubj	O
and	CC	cc	O
the	DT	det	O
fear	NN	conj	O
of	IN	prep	O
it	PRP	pobj	O
in	IN	prep	O
inner	JJ	amod	O
-	HYPH	punct	O
city	NN	nmod	O
commercial	JJ	amod	O
areas	NNS	pobj	O
should	MD	aux	O
give	VB	ROOT	O
Enterprise	NN	compound	O
Zones	NNS	dative	O
more	JJR	amod	O
success	NN	dobj	O
than	IN	mark	O
most	JJS	nsubj	O
have	VBP	aux	O
enjoyed	VBN	advcl	O
to	IN	prep	O
date	NN	pobj	O
.	.	punct	O

But	CC	cc	O
when	WRB	advmod	O
the	DT	det	O
subject	NN	nsubj	O
of	IN	prep	O
the	DT	det	B-ORG
Peasants	NNPS	compound	I-ORG
Association	NNP	pobj	I-ORG
comes	VBZ	advcl	O
up	RP	prt	O
,	,	punct	O
and	CC	cc	O
when	WRB	advmod	O
talked	VBN	conj	O
about	IN	prep	O
how	WRB	advmod	O
she	PRP	nsubj	O
was	VBD	aux	O
organizing	VBG	pcomp	O
peasants	NNS	dobj	O
and	CC	cc	O
helping	VBG	conj	O
them	PRP	nsubj	O
improve	VB	ccomp	O
the	DT	det	O
quality	NN	dobj	O
-LRB-	:	punct	O
of	IN	prep	O
their	PRP$	poss	O
lives	NNS	pobj	O
-RRB-	NNP	advmod	O
,	,	punct	O
Zheng	NNP	compound	B-PERSON
Bing	NNP	poss	I-PERSON
's	POS	case	I-PERSON
face	NN	nsubj	O
lights	VBZ	ROOT	O
up	RP	prt	O
with	IN	prep	O
a	DT	det	O
dazzling	JJ	amod	O
smile	NN	pobj	O
.	.	punct	O

everyone	NN	nsubj	O
did	VBD	ROOT	O

and	CC	cc	O
so	RB	advmod	O
she	PRP	nsubj	O
did	VBD	aux	O
n't	RB	neg	O
even	RB	advmod	O
know	VB	ROOT	O
it	PRP	dobj	O
until	IN	prep	O
the	DT	det	B-TIME
next	JJ	amod	I-TIME
morning	NN	pobj	I-TIME
.	.	punct	O

They	PRP	nsubj	O
still	RB	advmod	O
buy	VBP	ccomp	O
apples	NNS	dobj	O
mainly	RB	advmod	O
for	IN	prep	O
big	JJ	amod	O
,	,	punct	O
red	JJ	amod	O
good	JJ	amod	O
looks	NNS	pobj	O
--	:	punct	O
that	DT	nsubj	O
's	VBZ	ROOT	O
why	WRB	advmod	O
so	RB	advmod	O
many	JJ	nsubj	O
taste	VBP	ccomp	O
like	IN	prep	O
woodchucks	NNS	poss	O
'	POS	case	O
punching	NN	compound	O
bags	NNS	pobj	O
.	.	punct	O

Although	IN	mark	O
the	DT	det	O
notification	NN	compound	O
guideline	NN	nsubjpass	O
was	VBD	auxpass	O
n't	RB	neg	O
carried	VBN	advcl	O
out	RP	prt	O
in	IN	prep	O
this	DT	det	O
month	NN	poss	B-DATE
's	POS	case	O
coup	NN	compound	O
attempt	NN	pobj	O
,	,	punct	O
some	DT	det	O
administration	NN	compound	O
officials	NNS	nsubj	O
argue	VBP	ROOT	O
that	IN	mark	O
it	PRP	nsubj	O
may	MD	aux	O
have	VB	aux	O
led	VBN	ccomp	O
to	IN	prep	O
hesitation	NN	pobj	O
and	CC	cc	O
uncertainty	NN	conj	O
on	IN	prep	O
the	DT	det	O
part	NN	pobj	O
of	IN	prep	O
U.S.	NNP	compound	B-GPE
intelligence	NN	pobj	O
and	CC	cc	O
military	JJ	amod	O
operatives	NNS	conj	O
in	IN	prep	O
Panama	NNP	pobj	B-GPE
.	.	punct	O

but	CC	cc	O
Robert	NNP	nsubj	B-PERSON
is	VBZ	ROOT	O
big	JJ	acomp	O
below	IN	prep	O
the	DT	det	O
elbows	NNS	pobj	O
I	PRP	nsubj	O
'll	MD	aux	O
bet	VB	relcl	O
if	IN	mark	O
you	PRP	nsubj	O
check	VBP	advcl	O
.	.	punct	O

In	IN	prep	O
the	DT	det	O
opinion	NN	pobj	O
of	IN	prep	O
the	DT	det	O
annual	JJ	amod	O
report	NN	pobj	O
issued	VBN	acl	O
by	IN	agent	O
the	DT	det	B-ORG
Committee	NNP	pobj	I-ORG
for	IN	prep	I-ORG
the	DT	det	I-ORG
Defense	NNP	pobj	I-ORG
of	IN	prep	I-ORG
Human	NNP	compound	I-ORG
Rights	NNPS	pobj	I-ORG
in	IN	prep	I-ORG
the	DT	det	I-ORG
Arabian	NNP	compound	I-ORG
Peninsula	NNP	pobj	I-ORG
what	WP	nsubj	O
facilitates	VBZ	csubj	O
the	DT	det	O
the	DT	det	O
Saudi	JJ	amod	B-NORP
system	NN	poss	O
's	POS	case	O
abuses	NNS	nsubj	O
of	IN	prep	O
human	JJ	amod	O
rights	NNS	pobj	O
is	VBZ	ccomp	O
the	DT	det	O
set	NN	attr	O
of	IN	prep	O
governmental	JJ	amod	O
administrative	JJ	amod	O
regulations	NNS	pobj	O
that	WDT	nsubjpass	O
are	VBP	auxpass	O
not	RB	neg	O
based	VBN	relcl	O
on	IN	prep	O
justice	NN	pobj	O
and	CC	cc	O
equality	NN	conj	O
,	,	punct	O
and	CC	cc	O
which	WDT	nsubj	O
are	VBP	conj	O
a	DT	det	O
part	NN	attr	O
of	IN	prep	O
the	DT	det	O
state	NN	compound	O
structure	NN	pobj	O
that	WDT	nsubj	O
is	VBZ	relcl	O
far	RB	advmod	O
removed	VBN	acomp	O
from	IN	prep	O
legal	JJ	amod	O
accountability	NN	pobj	O
,	,	punct	O
be	VB	ROOT	O
it	PRP	nsubj	O
to	IN	prep	O
independent	JJ	amod	O
international	JJ	amod	O
organizations	NNS	pobj	O
or	CC	cc	O
local	JJ	amod	O
civil	JJ	amod	O
groups	NNS	conj	O
.	.	punct	O

Martha	NNP	nsubj	B-PERSON
does	VBZ	aux	O
n't	RB	neg	O
like	VB	ROOT	O
to	TO	aux	O
talk	VB	xcomp	O
about	IN	prep	O
how	WRB	advmod	O
unpleasant	JJ	acomp	O
things	NNS	nsubj	O
have	VBP	aux	O
been	VBN	pcomp	O
,	,	punct	O
but	CC	cc	O
you	PRP	nsubj	O
can	MD	aux	O
get	VB	conj	O
signals	NNS	dobj	O
of	IN	prep	O
it	PRP	pobj	O
in	IN	prep	O
surprising	JJ	amod	O
ways	NNS	pobj	O
.	.	punct	O

For	IN	prep	O
NPR	NNP	compound	B-ORG
News	NNP	pobj	I-ORG
I	PRP	nsubj	O
am	VBP	ROOT	O
Dale	NNP	compound	B-PERSON
Gavlak	NNP	attr	I-PERSON
in	IN	prep	O
Cairo	NNP	pobj	B-GPE
.	.	punct	O

%uh	UH	intj	O
she	PRP	nsubj	O
has	VBZ	ROOT	O
to	TO	aux	O
%uh	UH	intj	O
autograph	VB	xcomp	O
it	PRP	dobj	O
for	IN	dative	O
me	PRP	pobj	O

Had	VBD	aux	O
you	PRP	nsubj	O
done	VBN	ROOT	O
that	DT	dobj	O
/?	.	punct	O

American	NNP	compound	B-ORG
Telephone	NNP	nsubj	I-ORG
&	CC	cc	I-ORG
Telegraph	NNP	compound	I-ORG
Co.	NNP	conj	I-ORG
said	VBD	ROOT	O
it	PRP	nsubj	O
will	MD	aux	O
spend	VB	ccomp	O
$	$	quantmod	B-MONEY
20	CD	compound	I-MONEY
million	CD	dobj	I-MONEY
to	TO	aux	O
build	VB	xcomp	O
a	DT	det	O
factory	NN	dobj	O
in	IN	prep	O
Guadalajara	NNP	pobj	B-GPE
,	,	punct	O
Mexico	NNP	appos	B-GPE
,	,	punct	O
to	TO	aux	O
make	VB	advcl	O
telephone	NN	npadvmod	O
answering	VBG	amod	O
machines	NNS	dobj	O
.	.	punct	O

Well	UH	intj	O
anyway	UH	intj	O
you	PRP	nsubj	O
use	VBP	ROOT	O
it	PRP	dobj	O
,	,	punct	O
right	JJ	intj	B-PERSON
?	.	punct	O

Surprisingly	RB	advmod	O
enough	RB	ROOT	O

The	DT	det	O
poll	NN	nsubj	O
also	RB	advmod	O
noted	VBD	ROOT	O
fear	NN	dobj	O
of	IN	prep	O
a	DT	det	O
takeover	NN	pobj	O
as	IN	prep	O
a	DT	det	O
stress	NN	npadvmod	O
-	HYPH	punct	O
producing	VBG	amod	O
event	NN	pobj	O
in	IN	prep	O
larger	JJR	amod	O
companies	NNS	pobj	O
.	.	punct	O

I	PRP	nsubj	O
will	MD	aux	O
guard	VB	ccomp	O
the	DT	det	O
unity	NN	dobj	O
of	IN	prep	O
Jerusalem	NNP	pobj	B-GPE
,	,	punct	O
the	DT	det	B-LOC
Temple	NNP	compound	I-LOC
Mount	NNP	appos	I-LOC
,	,	punct	O
''	''	punct	O
says	VBZ	ROOT	O
Ariel	NNP	compound	B-PERSON
Sharon	NNP	nsubj	I-PERSON
,	,	punct	O
``	``	punct	O
I	PRP	nsubj	O
will	MD	aux	O
guard	VB	ccomp	O
the	DT	det	B-LOC
Jordan	NNP	compound	I-LOC
Valley	NNP	dobj	I-LOC
and	CC	cc	O
other	JJ	amod	O
security	NN	compound	O
zones	NNS	conj	O
,	,	punct	O
and	CC	cc	O
I	PRP	nsubj	O
will	MD	aux	O
guard	VB	conj	O
that	IN	mark	O
there	EX	expl	O
will	MD	aux	O
not	RB	neg	O
be	VB	ccomp	O
an	DT	det	O
influx	NN	attr	O
of	IN	prep	O
refugees	NNS	pobj	O
.	.	punct	O
''	''	punct	O

All	DT	advmod	O
right	RB	amod	O
Sally	NNP	amod	B-PERSON
good	JJ	amod	O
luck	NN	ROOT	O
to	IN	prep	O
you	PRP	pobj	O
and	CC	cc	O
good	JJ	amod	O
luck	NN	conj	O
to	IN	prep	O
your	PRP$	poss	O
son	NN	pobj	O
/.	.	punct	O

She	PRP	nsubj	O
%uh	UH	intj	O
did	VBD	aux	O
n't	RB	neg	O
like	VB	ROOT	O
what	WP	dobj	O
you	PRP	nsubj	O
had	VBD	ccomp	O
to	TO	aux	O
say	VB	xcomp	O
to	IN	prep	O
her	PRP	pobj	O
.	.	punct	O

The	DT	det	O
most	RBS	advmod	O
important	JJ	nsubj	O
of	IN	prep	O
them	PRP	pobj	O
is	VBZ	aux	O
supporting	VBG	ROOT	O
the	DT	det	O
truth	NN	dobj	O
and	CC	cc	O
loyalty	NN	conj	O
to	IN	prep	O
Muslims	NNPS	pobj	B-NORP
even	RB	advmod	O
if	IN	mark	O
it	PRP	nsubj	O
goes	VBZ	advcl	O
against	IN	prep	O
narrow	JJ	amod	O
personal	JJ	amod	O
interests	NNS	pobj	O
...	:	punct	O
and	CC	cc	O
the	DT	det	O
relationship	NN	conj	O
of	IN	prep	O
Saudi	NNP	compound	B-GPE
Arabia	NNP	pobj	I-GPE
with	IN	prep	O
the	DT	det	O
Americans	NNPS	pobj	B-NORP
...	.	punct	O

Reportedly	RB	advmod	O
,	,	punct	O
it	PRP	nsubj	O
was	VBD	ROOT	O
Elton	NNP	compound	B-PERSON
John	NNP	attr	I-PERSON
who	WP	nsubj	O
was	VBD	aux	O
going	VBG	relcl	O
to	TO	aux	O
play	VB	xcomp	O
a	DT	det	O
song	NN	dobj	O
for	IN	prep	O
Guy	NNP	pobj	B-PERSON
and	CC	cc	O
the	DT	det	O
shop	NN	nsubjpass	O
was	VBD	auxpass	O
inundated	VBN	conj	O
when	WRB	advmod	O
this	DT	nsubjpass	O
was	VBD	auxpass	O
leaked	VBN	advcl	O
and	CC	cc	O
people	NNS	nsubj	O
just	RB	advmod	O
wanting	VBG	conj	O
to	TO	aux	O
touch	VB	xcomp	O
the	DT	det	O
piano	NN	dobj	O
that	WDT	nsubj	O
was	VBD	aux	O
going	VBG	relcl	O
to	TO	aux	O
be	VB	xcomp	O
in	IN	prep	O
the	DT	det	O
same	JJ	amod	O
room	NN	pobj	O
as	IN	prep	O
Madonna	NNP	pobj	B-PERSON
and	CC	cc	O
Guy	NNP	compound	B-PERSON
Ritchie	NNP	conj	I-PERSON
.	.	punct	O

Israeli	JJ	amod	B-NORP
counterterrorism	NN	compound	O
officials	NNS	nsubj	O
provided	VBD	ROOT	O
the	DT	det	B-ORG
State	NNP	compound	I-ORG
Department	NNP	dobj	I-ORG
with	IN	prep	O
a	DT	det	O
20	CD	nummod	B-CARDINAL
-	HYPH	punct	O
page	NN	compound	O
list	NN	pobj	O
of	IN	prep	O
recent	JJ	amod	O
terrorist	JJ	amod	O
incidents	NNS	pobj	O
they	PRP	nsubj	O
attribute	VBP	relcl	O
directly	RB	advmod	O
to	IN	prep	O
forces	NNS	pobj	O
controlled	VBN	acl	O
by	IN	agent	O
PLO	NNP	compound	B-ORG
Chairman	NNP	compound	O
Yasser	NNP	compound	B-PERSON
Arafat	NNP	pobj	I-PERSON
.	.	punct	O

The	DT	det	O
gold	NN	compound	O
medal	NN	nsubjpass	O
of	IN	prep	O
4	CD	nummod	B-CARDINAL
relay	NN	compound	O
events	NNS	pobj	O
were	VBD	auxpass	O
separately	RB	advmod	O
won	VBN	ROOT	O
by	IN	agent	O
national	JJ	amod	O
men	NNS	nmod	O
's	POS	case	O
and	CC	cc	O
women	NNS	poss	O
's	POS	case	O
teams	NNS	pobj	O
,	,	punct	O
the	DT	det	O
Guangdong	NNP	poss	B-GPE
's	POS	case	O
men	NNS	nmod	O
'	POS	punct	O
s	NN	appos	O
team	NN	appos	O
and	CC	cc	O
the	DT	det	O
Hebei	NNP	nmod	B-GPE
women	NNS	poss	O
's	POS	case	O
team	NN	conj	O
.	.	punct	O

The	DT	det	O
benefits	NNS	nsubj	O
of	IN	prep	O
the	DT	det	O
growth	NN	compound	O
plan	NN	pobj	O
will	MD	aux	O
come	VB	ROOT	O
from	IN	prep	O
increased	VBN	amod	O
consumer	NN	compound	O
spending	NN	pobj	O
and	CC	cc	O
,	,	punct	O
as	RB	advmod	O
importantly	RB	advmod	O
,	,	punct	O
from	IN	prep	O
a	DT	det	O
lower	JJR	amod	O
income	NN	compound	O
tax	NN	compound	O
rates	NNS	pobj	O
on	IN	prep	O
the	DT	det	O
small	JJ	amod	O
businesses	NNS	pobj	O
themselves	PRP	appos	O
.	.	punct	O

How	WRB	ROOT	O
's	VBZ	aux	O
the	DT	det	O
gig	NN	nsubj	O
out	RB	advmod	O
there	RB	advmod	O
?	.	punct	O

What	WP	nsubj	O
defeated	VBD	csubj	O
General	NNP	compound	O
Aoun	NNP	dobj	B-PERSON
was	VBD	ROOT	O
not	RB	neg	O
only	RB	advmod	O
the	DT	det	O
weight	NN	attr	O
of	IN	prep	O
the	DT	det	O
Syrian	JJ	amod	B-NORP
army	NN	pobj	O
.	.	punct	O

But	CC	ROOT	O
if	IN	mark	O
you	PRP	nsubj	O
really	RB	advmod	O
believe	VBP	pcomp	O
that	IN	mark	O
the	DT	det	O
only	JJ	amod	O
thing	NN	nsubj	O
that	WDT	nsubj	O
happened	VBD	relcl	O
on	IN	prep	O
September	NNP	compound	B-EVENT
eleventh	NN	pobj	I-EVENT
was	VBD	ccomp	O
people	NNS	nsubj	O
flew	VBD	ccomp	O
airplanes	NNS	dobj	O
into	IN	prep	O
buildings	NNS	pobj	O
I	PRP	nsubj	O
think	VBP	parataxis	O
you	PRP	nsubj	O
have	VBP	ccomp	O
a	DT	det	O
very	RB	advmod	O
narrow	JJ	amod	O
view	NN	dobj	O
of	IN	prep	O
what	WP	dobj	O
we	PRP	nsubj	O
faced	VBD	pcomp	O
on	IN	prep	O
September	NNP	compound	B-EVENT
eleventh	NN	pobj	I-EVENT
/.	.	punct	O

``	``	punct	O
If	IN	mark	O
the	DT	det	O
dialogue	NN	nsubjpass	O
was	VBD	auxpass	O
based	VBN	advcl	O
on	IN	prep	O
the	DT	det	O
assumption	NN	pobj	O
that	IN	mark	O
Arafat	NNP	nsubj	B-PERSON
or	CC	cc	O
the	DT	det	O
PLO	NNP	conj	B-ORG
would	MD	aux	O
stop	VB	acl	O
terrorism	NN	dobj	O
,	,	punct	O
and	CC	cc	O
we	PRP	nsubj	O
have	VBP	conj	O
evidence	NN	dobj	O
of	IN	prep	O
continued	JJ	amod	O
terrorism	NN	pobj	O
,	,	punct	O
what	WP	nsubj	O
would	MD	aux	O
be	VB	ROOT	O
the	DT	det	O
logical	JJ	amod	O
conclusion	NN	attr	O
?	.	punct	O
''	''	punct	O
Mr.	NNP	compound	O
Carmon	NNP	nsubj	B-PERSON
asked	VBD	ROOT	O
.	.	punct	O

But	CC	cc	O
Mr.	NNP	compound	O
Roman	NNP	nsubj	B-PERSON
flatly	RB	advmod	O
denied	VBD	ROOT	O
the	DT	det	O
speculation	NN	dobj	O
,	,	punct	O
saying	VBG	advcl	O
Mr.	NNP	compound	O
Sorrell	NNP	nsubj	B-PERSON
had	VBD	aux	O
tried	VBN	ccomp	O
several	JJ	amod	O
times	NNS	npadvmod	O
to	TO	aux	O
persuade	VB	xcomp	O
him	PRP	dobj	O
to	TO	aux	O
stay	VB	xcomp	O
,	,	punct	O
offering	VBG	advcl	O
various	JJ	amod	O
incentives	NNS	dobj	O
and	CC	cc	O
in	IN	prep	O
one	CD	nummod	B-CARDINAL
instance	NN	pobj	O
sending	VBG	conj	O
a	DT	det	O
note	NN	dobj	O
with	IN	prep	O
a	DT	det	O
case	NN	pobj	O
of	IN	prep	O
wine	NN	pobj	O
-LRB-	.	punct	O
The	DT	det	O
wine	NN	nsubj	O
,	,	punct	O
naturally	RB	advmod	O
,	,	punct	O
was	VBD	ROOT	O
Seagram	NNP	poss	B-ORG
's	POS	case	O
brand	NN	attr	O
,	,	punct	O
an	DT	det	O
Ogilvy	NNP	compound	B-ORG
client	NN	appos	O
-RRB-	NNP	punct	O
.	.	punct	O

``	``	punct	O
It	PRP	nsubj	O
's	VBZ	ROOT	O
a	DT	det	O
very	RB	advmod	O
small	JJ	amod	O
shop	NN	attr	O
.	.	punct	O
''	''	punct	O

No	UH	ROOT	O

A	DT	det	O
well	RB	advmod	O
-	HYPH	punct	O
heeled	JJ	amod	O
