NF-kappaB	NN	appos	B-protein
)	-RRB-	punct	O
in	IN	case	O
HUVEC	NN	compound	O
nuclei	NNS	nmod	O
within	IN	case	O
4	CD	nummod	O
hours	NNS	nmod	O
.	.	punct	O

[	-LRB-	punct	O
NGFI-B/nur77	NN	compound	B-protein
family	NN	ROOT	I-protein
involved	VBN	acl	O
in	IN	case	O
T-cell	NN	compound	O
apoptosis	NN	nmod	O
]	-RRB-	punct	O

We	PRP	nsubj	O
evaluated	VBD	ROOT	O
49	CD	nummod	O
female	JJ	amod	O
patients	NNS	dobj	O
with	IN	case	O
MPD	NN	nmod	O
and	CC	cc	O
informative	JJ	conj	O
at	IN	case	O
the	DT	det	O
X-linked	JJ	amod	B-DNA
androgen	NN	compound	I-DNA
receptor	NN	compound	I-DNA
(	-LRB-	punct	I-DNA
AR	NN	compound	I-DNA
)	-RRB-	punct	I-DNA
locus	NN	nmod	I-DNA
to	TO	mark	O
establish	VB	advcl	O
the	DT	det	O
X	NN	compound	B-DNA
chromosome	NN	compound	I-DNA
inactivation	NN	compound	O
pattern	NN	dobj	O
of	IN	case	O
hemopoietic	JJ	amod	B-cell_type
cells	NNS	nmod	I-cell_type
.	.	punct	O

Activation	NN	compound	B-protein
protein	NN	compound	I-protein
1	CD	nummod	I-protein
-dependent	JJ	amod	O
transcriptional	JJ	amod	O
activation	NN	ROOT	O
of	IN	case	O
interleukin	NN	compound	B-DNA
2	CD	nummod	I-DNA
gene	NN	nmod	I-DNA
by	IN	case	O
Ca2+/calmodulin	NN	compound	B-protein
kinase	NN	compound	I-protein
type	NN	compound	I-protein
IV/Gr	NN	nmod	I-protein
.	.	punct	O

The	DT	det	O
inability	NN	nsubj	O
of	IN	case	O
1	CD	nummod	O
,	,	punct	O
25	CD	conj	O
(	-LRB-	punct	O
OH	NN	compound	O
)	-RRB-	punct	O
2D3	NN	nmod	O
to	TO	mark	O
suppress	VB	acl	O
its	PRP$	nmod:poss	O
synthesis	NN	dobj	O
in	IN	case	O
macrophages	NNS	nmod	B-cell_type
contrasts	VBZ	ROOT	O
with	IN	case	O
the	DT	det	O
tight	JJ	amod	O
control	NN	nmod	O
of	IN	case	O
its	PRP$	nmod:poss	O
production	NN	nmod	O
in	IN	case	O
macrophage	NN	compound	O
precursors	NNS	nmod	O
,	,	punct	O
peripheral	JJ	amod	B-cell_type
blood	NN	compound	I-cell_type
monocytes	NNS	conj	I-cell_type
(	-LRB-	punct	O
PBM	NNS	appos	B-cell_type
)	-RRB-	punct	O
.	.	punct	O

Sequence	NN	compound	O
analysis	NN	nsubj	O
of	IN	case	O
nine	CD	nummod	O
different	JJ	amod	O
2.3-kb	JJ	amod	O
cDNA	NN	compound	O
clones	NNS	nmod	O
obtained	VBN	acl	O
from	IN	case	O
NK-derived	JJ	amod	O
polyA+	JJ	amod	O
RNA	NN	nmod	O
confirmed	VBD	ROOT	O
that	IN	mark	O
they	PRP	nsubj	O
corresponded	VBD	ccomp	O
to	TO	case	O
an	DT	det	O
unrearranged	JJ	amod	O
TcR	NN	compound	B-DNA
delta	NN	compound	I-DNA
gene	NN	nmod	I-DNA
.	.	punct	O

High-dose	JJ	amod	O
pulse	NN	compound	O
glucocorticoid	NN	compound	O
therapy	NN	nsubjpass	O
has	VBZ	aux	O
been	VBN	auxpass	O
used	VBN	ROOT	O
successfully	RB	advmod	O
in	IN	case	O
the	DT	det	O
clinic	NN	nmod	O
in	IN	case	O
severe	JJ	amod	O
pathological	JJ	amod	O
conditions	NNS	nmod	O
for	IN	case	O
about	RB	advmod	O
20	CD	nummod	O
years	NNS	nmod	O
.	.	punct	O

The	DT	det	O
experiments	NNS	nsubjpass	O
reported	VBN	acl	O
in	IN	case	O
this	DT	det	O
study	NN	nmod	O
were	VBD	auxpass	O
designed	VBN	ROOT	O
to	TO	mark	O
address	VB	xcomp	O
the	DT	det	O
signaling	NN	compound	O
events	NNS	dobj	O
triggered	VBN	acl	O
by	IN	case	O
TCR	NN	compound	B-protein
engagement	NN	nmod	O
that	WDT	nsubj	O
are	VBP	cop	O
important	JJ	acl:relcl	O
for	IN	mark	O
regulating	VBG	advcl	O
CD95	NN	compound	B-protein
ligand	NN	compound	I-protein
gene	NN	compound	O
expression	NN	dobj	O
.	.	punct	O

To	TO	mark	O
begin	VB	advcl	O
to	TO	mark	O
elucidate	VB	xcomp	O
the	DT	det	O
mechanisms	NNS	dobj	O
that	WDT	nsubj	O
regulate	VBP	acl:relcl	O
the	DT	det	O
transcription	NN	dobj	O
of	IN	case	O
cytokine	NN	compound	B-DNA
genes	NNS	nmod	I-DNA
,	,	punct	O
we	PRP	nsubj	O
wanted	VBD	ROOT	O
to	TO	mark	O
determine	VB	xcomp	O
which	WDT	mark	O
transcription	NN	compound	B-protein
factors	NNS	nsubjpass	I-protein
are	VBP	auxpass	O
activated	VBN	ccomp	O
by	IN	case	O
PGN	NN	nmod	O
in	IN	case	O
mouse	NN	compound	B-cell_line
RAW264.7	NN	nmod	I-cell_line
and	CC	cc	O
human	JJ	amod	B-cell_line
THP-1	NN	compound	I-cell_line
macrophage	NN	compound	I-cell_line
cells	NNS	conj	I-cell_line
.	.	punct	O

The	DT	det	O
effects	NNS	nsubj	O
of	IN	case	O
many	JJ	amod	O
C-11-substituted	JJ	amod	O
1	CD	nummod	O
alpha	NN	compound	O
,	,	punct	O
25-	CD	compound	O
(	-LRB-	punct	O
OH	NN	compound	O
)	-RRB-	punct	O
2D3	NN	compound	O
analogs	NNS	nmod	O
on	IN	case	O
HL-60	NN	compound	B-cell_line
cell	NN	compound	O
differentiation	NN	nmod	O
exceeded	VBD	ROOT	O
their	PRP$	nmod:poss	O
activity	NN	dobj	O
on	IN	case	O
calcium	NN	compound	O
metabolism	NN	nmod	O
.	.	punct	O

Induction	NN	nsubjpass	O
of	IN	case	O
T	NN	compound	O
cell	NN	compound	O
anergy	NN	nmod	O
by	IN	case	O
high	JJ	amod	O
concentrations	NNS	nmod	O
of	IN	case	O
immunodominant	JJ	amod	O
native	JJ	amod	O
peptide	NN	nmod	O
is	VBZ	auxpass	O
accompanied	VBN	ROOT	O
by	IN	case	O
IL-10	NN	compound	B-protein
production	NN	nmod	O
and	CC	cc	O
a	DT	det	O
block	NN	conj	O
in	IN	case	O
JNK	NN	compound	B-protein
activity	NN	nmod	O
.	.	punct	O

On	IN	case	O
the	DT	det	O
basis	NN	nmod	O
of	IN	case	O
these	DT	det	O
observations	NNS	nmod	O
,	,	punct	O
it	PRP	nsubjpass	O
has	VBZ	aux	O
been	VBN	auxpass	O
proposed	VBN	ROOT	O
that	IN	mark	O
reactivation	NN	nsubj	O
of	IN	case	O
latent	JJ	amod	O
HIV-1	NN	nmod	O
harbored	VBN	acl	O
in	IN	case	O
chronically	RB	advmod	B-cell_type
infected	JJ	amod	I-cell_type
T	NN	compound	I-cell_type
lymphocytes	NNS	nmod	I-cell_type
,	,	punct	O
monocytes	NNS	conj	B-cell_type
,	,	punct	O
or	CC	cc	O
macrophages	NNS	nsubj	B-cell_type
plays	VBZ	ccomp	O
an	DT	det	O
important	JJ	amod	O
role	NN	dobj	O
in	IN	case	O
the	DT	det	O
pathogenesis	NN	nmod	O
of	IN	case	O
AIDS	NN	nmod	O
.	.	punct	O

Cells	NNS	nsubj	O
most	RBS	advmod	O
able	JJ	amod	O
to	TO	aux	O
ingest	VB	xcomp	O
,	,	punct	O
process	NN	conj	O
,	,	punct	O
and	CC	cc	O
present	JJ	amod	O
antigen	NN	nsubj	O
appear	VBP	ROOT	O
to	TO	mark	O
be	VB	cop	O
related	JJ	xcomp	O
to	TO	case	O
the	DT	det	O
mononuclear	JJ	amod	B-cell_type
phagocyte/neutrophil	NN	compound	I-cell_type
series	NN	nmod	I-cell_type
.	.	punct	O

Some	DT	det	O
antioxidants	NNS	nsubj	O
inhibit	VBP	ROOT	O
,	,	punct	O
in	IN	case	O
a	DT	det	O
co-ordinate	JJ	amod	O
fashion	NN	nmod	O
,	,	punct	O
the	DT	det	O
production	NN	appos	O
of	IN	case	O
tumor	NN	compound	B-protein
necrosis	NN	compound	I-protein
factor-alpha	NN	nmod	I-protein
,	,	punct	O
IL-beta	NN	conj	B-protein
,	,	punct	O
and	CC	cc	O
IL-6	NN	conj	B-protein
by	IN	case	O
human	JJ	amod	B-cell_type
peripheral	JJ	amod	I-cell_type
blood	NN	compound	I-cell_type
mononuclear	JJ	amod	I-cell_type
cells	NNS	nmod	I-cell_type
.	.	punct	O

c-Myc	NN	nsubj	B-protein
and	CC	cc	O
E1A	NN	conj	B-protein
induced	JJ	ROOT	O
cellular	JJ	amod	O
sensitivity	NN	dobj	O
to	TO	case	O
activated	VBN	amod	B-cell_type
NK	NN	compound	I-cell_type
cells	NNS	nmod	I-cell_type
involves	VBZ	conj	O
cytotoxic	JJ	amod	O
granules	NNS	dobj	O
as	IN	case	O
death	NN	compound	O
effectors	NNS	nmod	O
.	.	punct	O

Additional	JJ	amod	O
work	NN	nsubj	O
,	,	punct	O
employing	VBG	acl	O
sequential	JJ	amod	O
and	CC	cc	O
internal	JJ	conj	O
deletions	NNS	dobj	O
of	IN	case	O
ZEBRA	NN	nmod:poss	B-protein
's	POS	case	O
N-terminal	JJ	amod	B-protein
activation	NN	compound	I-protein
domain	NN	nmod	I-protein
,	,	punct	O
indicates	VBZ	ROOT	O
that	IN	mark	O
its	PRP$	nmod:poss	O
separate	JJ	amod	O
activities	NNS	nsubj	O
are	VBP	cop	O
not	RB	neg	O
attributable	JJ	ccomp	O
to	TO	case	O
specific	JJ	amod	O
subdomains	NNS	nmod	B-protein
but	CC	cc	O
are	VBP	auxpass	O
spread	VBN	conj	O
throughout	IN	case	O
its	PRP$	poss	O
N	NN	compound	B-protein
terminus	NN	nmod	I-protein
and	CC	cc	O
therefore	RB	advmod	O
can	MD	aux	O
not	RB	neg	O
be	VB	auxpass	O
inactivated	VBN	conj	O
by	IN	mark	O
deleting	VBG	advcl	O
localized	JJ	amod	O
regions	NNS	dobj	O
.	.	punct	O

LysoPC	NN	nsubj	O
inhibited	VBD	ROOT	O
the	DT	det	O
TF	NN	compound	O
activity	NN	dobj	O
of	IN	case	O
Mono	NN	compound	B-cell_line
Mac-6	NN	compound	I-cell_line
cells	NNS	nmod	I-cell_line
to	TO	case	O
a	DT	det	O
similar	JJ	amod	O
extent	NN	nmod	O
as	IN	case	O
in	IN	case	O
the	DT	det	O
monocytes	NNS	nmod	B-cell_type
.	.	punct	O

The	DT	det	O
Epstein-Barr	JJ	amod	B-protein
virus	NN	compound	I-protein
(	-LRB-	punct	I-protein
EBV	NN	appos	I-protein
)	-RRB-	punct	I-protein
nuclear	JJ	amod	I-protein
antigen	NN	compound	I-protein
2	CD	nummod	I-protein
(	-LRB-	punct	O
EBNA-2	NN	compound	B-protein
)	-RRB-	punct	O
protein	NN	nsubj	O
is	VBZ	cop	O
essential	JJ	ROOT	O
for	IN	case	O
the	DT	det	O
immortalization	NN	nmod	O
of	IN	case	O
human	JJ	amod	B-cell_type
primary	JJ	amod	I-cell_type
B	NN	compound	I-cell_type
cells	NNS	nmod	I-cell_type
by	IN	case	O
EBV	NN	nmod	O
.	.	punct	O

This	DT	det	O
investigation	NN	nsubjpass	O
was	VBD	auxpass	O
undertaken	VBN	ROOT	O
to	TO	mark	O
determine	VB	xcomp	O
the	DT	det	O
composition	NN	dobj	O
of	IN	case	O
StatG	NN	nmod	B-protein
in	IN	case	O
mature	JJ	amod	B-cell_type
normal	JJ	amod	I-cell_type
human	JJ	amod	I-cell_type
myeloid	JJ	amod	I-cell_type
cells	NNS	nmod	I-cell_type
,	,	punct	O
i.e	NN	appos	O
.	.	punct	O
polymorphonuclear	JJ	amod	B-cell_type
neutrophilic	JJ	amod	I-cell_type
granulocytes	NNS	ROOT	I-cell_type
(	-LRB-	punct	O
PMN	NN	appos	B-cell_type
)	-RRB-	punct	O
.	.	punct	O

63	CD	nummod	O
%	NN	compound	O
nucleotide	NN	compound	O
identity	NN	ROOT	O
with	IN	case	O
a	DT	det	O
more	RBR	advmod	O
conserved	VBN	amod	O
core	NN	nmod	O
of	IN	case	O
169	CD	nummod	B-DNA
base	NN	compound	I-DNA
pairs	NNS	nmod	I-DNA
(	-LRB-	punct	O
86	CD	nummod	O
%	NN	compound	O
identity	NN	appos	O
)	-RRB-	punct	O
.	.	punct	O

All	DT	det	O
three	CD	nummod	O
cell	NN	compound	O
lines	NNS	nsubj	O
expressed	VBD	ROOT	O
vitamin	NN	compound	O
D	NN	compound	O
receptor	NN	dobj	O
and	CC	cc	O
had	VBD	conj	O
increased	VBN	amod	O
levels	NNS	dobj	O
of	IN	case	O
IL-1	NN	compound	B-RNA
beta	NN	compound	I-RNA
mRNA	NN	nmod	I-RNA
in	IN	case	O
response	NN	dep	O
to	TO	case	O
LPS	NN	nmod	O
.	.	punct	O

Azeptin	NN	nsubj	O
dose-dependently	RB	advmod	O
suppressed	VBD	ROOT	O
both	CC	cc:preconj	O
DNA	NN	dobj	O
and	CC	cc	O
protein	NN	compound	O
synthesis	NN	conj	O
in	IN	case	O
human	JJ	amod	B-cell_type
gingival	JJ	amod	I-cell_type
fibroblasts	NNS	nmod	I-cell_type
(	-LRB-	punct	O
HF	NNS	appos	B-cell_type
)	-RRB-	punct	O
and	CC	cc	O
also	RB	advmod	O
suppressed	VBD	conj	O
blastogenesis	NN	dobj	O
of	IN	case	O
human	JJ	amod	B-cell_type
peripheral	JJ	amod	I-cell_type
blood	NN	compound	I-cell_type
lymphocytes	NNS	nmod	I-cell_type
(	-LRB-	punct	O
PBL	NN	appos	B-cell_type
)	-RRB-	punct	O
.	.	punct	O
Generation	NN	nsubjpass	O
of	IN	case	O
tumor	NN	compound	B-protein
necrosis	NN	compound	I-protein
factor-alpha	NN	nmod	I-protein
,	,	punct	O
interleukin	NN	compound	B-protein
1-beta	NN	conj	I-protein
,	,	punct	O
granulocyte-macrophage	JJ	amod	B-protein
colony-stimulating	JJ	amod	I-protein
factor	NN	conj	I-protein
and	CC	cc	O
interleukin-6	NN	conj	B-protein
from	IN	case	O
10	CD	nummod	O
(	-LRB-	punct	O
-5	CD	dep	O
)	-RRB-	punct	O
M	NN	dep	O
Azeptin-treated	JJ	amod	O
PBL	NN	nmod	B-cell_type
and	CC	cc	O
human	JJ	amod	B-cell_type
monocytes	NNS	conj	I-cell_type
(	-LRB-	punct	O
HM	NNS	appos	B-cell_type
)	-RRB-	punct	O
was	VBD	auxpass	O
decreased	VBN	ROOT	O
to	TO	case	O
approximately	RB	advmod	O
1/3	CD	compound	O
to	TO	dep	O
2/3	CD	nmod	O
of	IN	case	O
the	DT	det	O
control	NN	compound	O
levels	NNS	nmod	O
.	.	punct	O

To	TO	mark	O
do	VB	advcl	O
this	DT	dobj	O
,	,	punct	O
wild-type	JJ	amod	O
and	CC	cc	O
mutant	JJ	conj	O
forms	NNS	nsubjpass	O
of	IN	case	O
the	DT	det	O
CD4	NN	compound	B-protein
cytoplasmic	JJ	amod	I-protein
tail	NN	nmod	I-protein
were	VBD	auxpass	O
stably	RB	advmod	O
expressed	VBN	ROOT	O
in	IN	case	O
the	DT	det	O
lymphoblastoid	JJ	amod	B-cell_line
T-cell	NN	compound	I-cell_line
line	NN	compound	I-cell_line
A2.01	NN	nmod	B-cell_line
.	.	punct	O

These	DT	det	O
clones	NNS	nsubjpass	O
were	VBD	auxpass	O
tested	VBN	ROOT	O
for	IN	case	O
their	PRP$	nmod:poss	O
recognition	NN	nmod	O
of	IN	case	O
BCR1/25	NN	nmod	O
.	.	punct	O

By	IN	case	O
contrast	NN	nmod	O
,	,	punct	O
ICRF-193	NN	nsubj	O
only	RB	advmod	O
provoked	VBD	ROOT	O
a	DT	det	O
late	JJ	amod	O
activation	NN	dobj	O
(	-LRB-	punct	O
from	IN	case	O
hours	NNS	dep	O
72	CD	nummod	O
to	TO	dep	O
96	CD	nummod	O
)	-RRB-	punct	O
of	IN	case	O
the	DT	det	O
total	JJ	amod	O
enzyme	NN	nmod	O
.	.	punct	O

Fos	NN	compound	B-protein
kinase	NN	nsubjpass	I-protein
was	VBD	auxpass	O
purified	VBN	ROOT	O
by	IN	case	O
anion	NN	compound	O
exchange	NN	compound	O
chromatography	NN	nmod	O
and	CC	cc	O
exhibited	VBD	conj	O
an	DT	det	O
apparent	JJ	amod	O
M	NN	dobj	O
(	-LRB-	punct	O
r	NN	appos	O
)	-RRB-	punct	O
=	JJ	amod	O
65	CD	dep	O
,	,	punct	O
000	CD	conj	O
and	CC	cc	O
isoelectric	JJ	amod	O
point	NN	nsubj	O
=	JJ	conj	O
6.1	CD	dobj	O
.	.	punct	O

Western	NN	compound	O
blot	NN	compound	O
analysis	NN	nsubj	O
revealed	VBD	ROOT	O
two	CD	nummod	O
cleavage	NN	compound	O
products	NNS	dobj	O
of	IN	case	O
approximately	RB	advmod	O
68	CD	nummod	B-protein
kDa	NN	nmod	I-protein
and	CC	cc	O
45	CD	nummod	B-protein
kDa	NN	conj	I-protein
after	IN	case	O
induction	NN	nmod	O
of	IN	case	O
apoptosis	NN	nmod	O
.	.	punct	O

These	DT	det	O
data	NNS	nsubj	O
suggest	VBP	ROOT	O
that	IN	mark	O
Tax	NN	nsubj	B-protein
stimulates	VBZ	ccomp	O
RNA	NN	compound	B-DNA
polymerase	NN	compound	I-DNA
III-dependent	JJ	amod	I-DNA
gene	NN	compound	I-DNA
expression	NN	dobj	O
by	IN	mark	O
accelerating	VBG	advcl	O
the	DT	det	O
rate	NN	dobj	O
and/or	CC	cc	O
extent	NN	conj	O
of	IN	case	O
transcription	NN	compound	B-protein
initiation	NN	compound	I-protein
complex	NN	compound	I-protein
assembly	NN	nmod	O
.	.	punct	O

Interestingly	RB	advmod	O
,	,	punct	O
the	DT	det	O
combination	NN	nsubj	O
of	IN	case	O
1	CD	nummod	O
,	,	punct	O
25	CD	conj	O
(	-LRB-	punct	O
OH	NN	appos	O
)	-RRB-	punct	O
2D3	NN	nmod	O
and	CC	cc	O
RA	NN	conj	O
markedly	RB	advmod	O
enhanced	VBD	ROOT	O
the	DT	det	O
levels	NNS	dobj	O
of	IN	case	O
p27	NN	compound	B-protein
(	-LRB-	punct	I-protein
KIP1	NN	intj	I-protein
)	-RRB-	punct	I-protein
transcript	NN	nmod	O
and	CC	cc	O
protein	NN	conj	O
as	IN	mark	O
compared	VBN	advcl	O
with	IN	case	O
levels	NNS	nmod	O
induced	VBN	acl	O
by	IN	case	O
1	CD	nummod	O
,	,	punct	O
25	CD	conj	O
(	-LRB-	punct	O
OH	NN	dep	O
)	-RRB-	punct	O
2D3	NN	nmod	O
alone	RB	advmod	O
.	.	punct	O

We	PRP	nsubj	O
have	VBP	aux	O
analyzed	VBN	ROOT	O
the	DT	det	O
expression	NN	dobj	O
of	IN	case	O
IL-2Ralpha	NN	nmod	B-protein
,	,	punct	O
c-myc	NN	conj	B-DNA
,	,	punct	O
and	CC	cc	O
pim-1	NN	compound	B-DNA
genes	NNS	conj	I-DNA
in	IN	case	O
anti-CD3-activated	JJ	amod	B-cell_type
human	JJ	amod	I-cell_type
T	NN	compound	I-cell_type
lymphocytes	NNS	nmod	I-cell_type
.	.	punct	O

A	DT	det	O
cdk2	NN	compound	O
inhibitor	NN	nsubj	O
,	,	punct	O
Olomoucine	NN	appos	O
,	,	punct	O
as	RB	cc	O
well	RB	mwe	O
as	IN	mwe	O
a	DT	det	O
dominant-negative	JJ	amod	B-DNA
cdk2	NN	compound	I-DNA
construct	NN	conj	I-DNA
prevented	VBD	ROOT	O
HLA	NN	compound	B-protein
class	NN	compound	I-protein
I	CD	nummod	I-protein
-mediated	JJ	amod	O
inactivation	NN	dobj	O
of	IN	case	O
Rb	NN	nmod	B-protein
;	:	punct	O
in	IN	case	O
contrast	NN	nmod	O
,	,	punct	O
dominant-negative	JJ	amod	B-DNA
cdk4	NN	nsubj	I-DNA
and	CC	cc	I-DNA
cdk6	NN	compound	I-DNA
constructs	NNS	conj	I-DNA
had	VBD	parataxis	O
no	DT	neg	O
effect	NN	dobj	O
.	.	punct	O

In	IN	case	O
this	DT	det	O
paper	NN	nmod	O
,	,	punct	O
we	PRP	nsubj	O
show	VBP	ROOT	O
that	IN	mark	O
HCMV	NN	nsubj	O
down	RB	advmod	O
regulates	VBZ	ccomp	O
gamma	NN	nmod:npmod	O
interferon	NN	nmod:npmod	O
(	-LRB-	punct	O
