sea	NN	None	O
off	IN	None	O
Kungliao	NNP	None	B-GPE
?	.	None	O

Still	RB	None	O
ahead	RB	None	O
on	IN	None	O
Three	NNP	None	B-WORK_OF_ART
Sixty	NNP	None	I-WORK_OF_ART
.	,	None	O
It	PRP	None	O
may	MD	None	O
be	VB	None	O
off	JJ	None	O
-	HYPH	None	O
year	NN	None	O
elections	NNS	None	O
but	CC	None	O
they	PRP	None	O
're	VBP	None	O
being	VBG	None	O
closely	RB	None	O
watched	VBN	None	O
/.	.	None	O

So	RB	None	O
Peter	NNP	None	O
explained	VBD	None	O
the	DT	None	O
whole	JJ	None	O
story	NN	None	O
to	IN	None	O
them	PRP	None	O
.	.	None	O

You	PRP	None	O
will	MD	None	O
never	RB	None	O
wash	VB	None	O
my	PRP$	None	O
feet	NNS	None	O
.	.	None	O
''	''	None	O

The	DT	None	B-ORG
Kursk	NNP	None	I-ORG
Foundation	NNP	None	I-ORG
today	NN	None	B-DATE
were	VBD	None	O
mentioning	VBG	None	O
a	DT	None	O
figure	NN	None	O
of	IN	None	O
70	CD	None	B-MONEY
million	CD	None	I-MONEY
dollars	NNS	None	I-MONEY
.	.	None	O

Kill	VB	None	O
him	PRP	None	O
on	IN	None	O
a	DT	None	O
cross	NN	None	O
!	.	None	O
''	''	None	O

During	IN	None	O
his	PRP$	None	O
four	CD	None	B-DATE
-	HYPH	None	I-DATE
and	CC	None	I-DATE
-	HYPH	None	I-DATE
a	DT	None	I-DATE
-	HYPH	None	I-DATE
half	NN	None	I-DATE
years	NNS	None	I-DATE
in	IN	None	O
Paris	NNP	None	B-GPE
Hsia	NNP	None	B-PERSON
lived	VBD	None	O
in	IN	None	O
a	DT	None	O
tiny	JJ	None	O
garret	NN	None	O
in	IN	None	O
the	DT	None	O
red	JJ	None	O
light	NN	None	O
district	NN	None	O
with	IN	None	O
barely	RB	None	O
enough	JJ	None	O
room	NN	None	O
to	TO	None	O
stand	VB	None	O
up	RP	None	O
in	IN	None	O
.	.	None	O

Very	RB	None	O
quickly	RB	None	O
DA	NNP	None	O
Jordan	NNP	None	B-PERSON
/.	.	None	O

The	DT	None	O
Lyneses	NNPS	None	B-PERSON
,	,	None	O
of	IN	None	O
Powder	NNP	None	B-GPE
Springs	NNP	None	I-GPE
,	,	None	O
Ga.	NNP	None	B-GPE
,	,	None	O
have	VBP	None	O
filed	VBN	None	O
suit	NN	None	O
in	IN	None	O
Georgia	NNP	None	B-GPE
state	NN	None	O
court	NN	None	O
against	IN	None	O
Stuart	NNP	None	B-ORG
James	NNP	None	I-ORG
,	,	None	O
alleging	VBG	None	O
fraud	NN	None	O
.	.	None	O

However	RB	None	O
,	,	None	O
perhaps	RB	None	O
due	JJ	None	O
to	IN	None	O
his	PRP$	None	O
familiarity	NN	None	O
with	IN	None	O
what	WP	None	O
was	VBD	None	O
best	JJS	None	O
in	IN	None	O
Chinese	JJ	None	B-NORP
art	NN	None	O
,	,	None	O
Wang	NNP	None	B-PERSON
did	VBD	None	O
n't	RB	None	O
take	VB	None	O
this	DT	None	O
interest	NN	None	O
in	IN	None	O
Western	JJ	None	B-NORP
art	NN	None	O
any	DT	None	O
further	RB	None	O
.	.	None	O

yeah	UH	None	O
.	.	None	O

Write	VB	None	O
50	CD	None	O
jars	NNS	None	O
.	.	None	O
'	''	None	O

It	PRP	None	O
's	VBZ	None	O
because	IN	None	O
of	IN	None	O
potatoes	NNS	None	O
.	.	None	O

Really	RB	None	O
?	.	None	O

What	WP	None	O
kind	NN	None	O
of	IN	None	O
situation	NN	None	O
will	MD	None	O
Japan	NNP	None	B-GPE
find	VB	None	O
itself	PRP	None	O
in	IN	None	O
at	IN	None	O
the	DT	None	O
APEC	NNP	None	B-ORG
summit	NN	None	O
?	.	None	O

Let	VB	None	O
's	PRP	None	O
check	VB	None	O
in	RP	None	O
with	IN	None	O
our	PRP$	None	O
Rusty	NNP	None	B-PERSON
Dornin	NNP	None	I-PERSON
,	,	None	O
out	IN	None	O
in	IN	None	O
Modesto	NNP	None	B-GPE
,	,	None	O
California	NNP	None	B-GPE
,	,	None	O
with	IN	None	O
the	DT	None	O
latest	JJS	None	O
on	IN	None	O
that	DT	None	O
.	.	None	O

The	DT	None	O
township	NN	None	O
chief	NN	None	O
,	,	None	O
Liang	NNP	None	B-PERSON
Chin	NNP	None	I-PERSON
-	HYPH	None	I-PERSON
sheng	NNP	None	I-PERSON
,	,	None	O
does	VBZ	None	O
n't	RB	None	O
hide	VB	None	O
his	PRP$	None	O
pride	NN	None	O
in	IN	None	O
and	CC	None	O
his	PRP$	None	O
concerns	NNS	None	O
about	IN	None	O
Pinglin	NNP	None	B-GPE
's	POS	None	O
tea	NN	None	O
industry	NN	None	O
.	.	None	O

Really	RB	None	O
,	,	None	O
really	RB	None	O
cold	JJ	None	O
?	.	None	O

All	DT	None	O
four	CD	None	B-CARDINAL
demonstrators	NNS	None	O
were	VBD	None	O
arrested	VBN	None	O
.	.	None	O

Ma'am	NNP	None	O
uh	UH	None	O
uh	UH	None	O
go	VB	None	O
ahead	RB	None	O
/.	.	None	O

Traffic	NN	None	O
has	VBZ	None	O
more	RBR	None	O
than	IN	None	O
doubled	VBN	None	O
in	IN	None	O
one	CD	None	O
section	NN	None	O
of	IN	None	O
Huguenot	NNP	None	B-FAC
Trail	NNP	None	I-FAC
since	IN	None	O
288	CD	None	B-FAC
opened	VBD	None	O
,	,	None	O
reports	VBZ	None	O
Will	NNP	None	B-PERSON
Jones	NNP	None	I-PERSON
.	.	None	O

Continue	VB	None	O
to	TO	None	O
knock	VB	None	O
,	,	None	O
and	CC	None	O
the	DT	None	O
door	NN	None	O
will	MD	None	O
open	VB	None	O
for	IN	None	O
you	PRP	None	O
.	.	None	O

Fenghua	NNP	None	B-LOC
Garden	NNP	None	I-LOC
residents	NNS	None	O
:	:	None	O
.	.	None	O

The	DT	None	O
word	NN	None	O
``	``	None	O
death	NN	None	O
''	''	None	O
can	MD	None	O
not	RB	None	O
be	VB	None	O
escaped	VBN	None	O
entirely	RB	None	O
by	IN	None	O
the	DT	None	O
industry	NN	None	O
,	,	None	O
but	CC	None	O
salesmen	NNS	None	O
dodge	VBP	None	O
it	PRP	None	O
wherever	WRB	None	O
possible	JJ	None	O
or	CC	None	O
cloak	VBP	None	O
it	PRP	None	O
in	IN	None	O
euphemisms	NNS	None	O
,	,	None	O
preferring	VBG	None	O
to	TO	None	O
talk	VB	None	O
about	IN	None	O
``	``	None	O
savings	NNS	None	O
''	''	None	O
and	CC	None	O
``	``	None	O
investment	NN	None	O
''	''	None	O
instead	RB	None	O
.	.	None	O

In	IN	None	O
the	DT	None	B-FAC
Grand	NNP	None	I-FAC
Boulevard	NNP	None	I-FAC
Plaza	NNP	None	I-FAC
developed	VBN	None	O
by	IN	None	O
Matanky	NNP	None	B-ORG
Realty	NNP	None	I-ORG
Group	NNP	None	I-ORG
in	IN	None	O
Chicago	NNP	None	B-GPE
's	POS	None	O
Third	NNP	None	B-GPE
Ward	NNP	None	I-GPE
,	,	None	O
opposite	IN	None	O
the	DT	None	B-FAC
Robert	NNP	None	I-FAC
Taylor	NNP	None	I-FAC
Homes	NNPS	None	I-FAC
,	,	None	O
29	CD	None	B-PERCENT
%	NN	None	I-PERCENT
of	IN	None	O
the	DT	None	O
stores	NNS	None	O
to	IN	None	O
date	NN	None	O
have	VBP	None	O
been	VBN	None	O
leased	VBN	None	O
to	IN	None	O
blacks	NNS	None	O
and	CC	None	O
